trial_id,embedding_dimension,number_of_layers,learning_rate,weight_decay,keep_probability,number_of_epochs,batch_size,coherence_loss_weight,split_index,time_point,ndcg_at_k,roi_at_k,recall_at_k,profile_coherence_at_k,profile_coherence_lift_at_k
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,0,2019-08-01,0.2938162561717828,0.0019757052003305125,0.4800358441558442,0.8377600000000001,1.205315058255208
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,1,2019-08-14,0.27953383708378626,0.03126743252553578,0.45748026671428044,0.8357234314980795,1.2137896366788299
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,2,2019-08-27,0.2932573960323012,0.011254870069085056,0.47215226718745695,0.8244186046511628,1.2157184742427556
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,3,2019-09-09,0.2904430492263918,0.004414583281607937,0.46150709946596724,0.8372598162071847,1.2364044221806316
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,4,2019-09-20,0.32085060356551687,-0.03422251453141993,0.49513083172393246,0.8328377504848093,1.2232683817157717
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,5,2019-10-03,0.3585934338473074,-0.10682590594767633,0.5388506377448034,0.831348132106118,1.224542600692752
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,6,2019-10-16,0.3770401613628563,-0.09383738910545919,0.5439204874011944,0.8448426150121064,1.2438962105858047
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,7,2019-10-29,0.3910662379520508,-0.09261369683000067,0.5646172620684247,0.8492434662998625,1.2528030244381978
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,8,2019-11-11,0.4004126153977805,-0.07821684180441045,0.5670683390535388,0.8430666666666667,1.234804334399942
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,9,2019-11-22,0.40006524768411617,-0.09292355344572109,0.5588913369787908,0.8382802269751201,1.2357846318059313
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,10,2019-12-05,0.4105180775009394,-0.09213049986540882,0.5658953023858507,0.8468274111675127,1.2380640621468113
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,11,2019-12-18,0.4170746752010887,-0.07699814631495025,0.5680307114044787,0.8523146251536255,1.2585573375059804
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,12,2020-01-01,0.42639660722045325,-0.08011736133104995,0.5778792835454202,0.8477911646586346,1.249430476480883
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,13,2020-01-14,0.4187010647273497,-0.0786807156687275,0.5766405381883525,0.8396454472199839,1.2324547685528888
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,14,2020-01-27,0.4283783890355277,-0.08552004633653622,0.5814008766600256,0.8352538275584206,1.2370136182725489
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,15,2020-02-07,0.43130436990654786,-0.07743017845643226,0.5919497072726403,0.8350459482038429,1.217318924101176
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,16,2020-02-20,0.4392625190241961,-0.08714322465916124,0.5979535741466792,0.8326618088298328,1.2109445109495875
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,17,2020-03-04,0.4480384302553846,-0.05223521177693923,0.6106202157713191,0.8262126865671642,1.1986733166163377
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,18,2020-03-17,0.45355039784254186,0.04622317530048329,0.611758272002074,0.8233281493001555,1.2040903767905498
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,19,2020-03-30,0.444323402391973,0.019484338305760168,0.602331865492505,0.8131843575418994,1.1780702441031772
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,20,2020-04-10,0.4178278577497022,0.010223605896630976,0.590052021682799,0.8295238095238094,1.1992610592814943
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,21,2020-04-23,0.39756642012968474,0.0009501653501733008,0.571858681731486,0.8149000605693519,1.1808956401195916
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,22,2020-05-06,0.4110826777326,0.0046840176278014085,0.5950933533997339,0.8245810055865922,1.1932900407406435
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,23,2020-05-19,0.39254758067220935,-0.016121520303438885,0.5826407172293249,0.8208227848101266,1.1892010309558727
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,24,2020-06-01,0.3625355514656184,-0.006839346743015115,0.5560143108923596,0.8119314436387608,1.1791348945972993
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,25,2020-06-12,0.35646568768242537,0.011802043588460485,0.5555573749209464,0.8147673634524611,1.1712229115129613
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,26,2020-06-25,0.36492516440311223,0.03175477530038962,0.5617690728663366,0.817639673571877,1.1707120276533278
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,27,2020-07-08,0.37885036021082263,0.039605359075991546,0.5747179365266899,0.8235050325636472,1.179038224883686
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,28,2020-07-21,0.38791281552497553,0.04365934639693241,0.5830476605433831,0.8303357996585089,1.1873093591754669
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,29,2020-08-03,0.3826226263773776,0.050318208069212965,0.5847229553530564,0.8255389718076286,1.1820668475814016
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,30,2020-08-14,0.3851087430833601,0.028834931896268932,0.5781526651537932,0.8280898876404494,1.1820517029157194
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,31,2020-08-27,0.39226894614875996,0.028998248420546595,0.5818040096593328,0.8206516027325276,1.1734150850409484
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,32,2020-09-09,0.39127221300343074,0.03730694778064607,0.5855724878552475,0.8153535353535354,1.1638804533150782
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,33,2020-09-22,0.39218345356305767,0.04875115461996857,0.5893472603207717,0.814214463840399,1.164633456891985
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,34,2020-10-05,0.38862469468734895,0.054853769599740816,0.5863196261334408,0.8256814921090387,1.1837588415731988
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,35,2020-10-16,0.3892091778710462,0.054405125400428286,0.5832763504577543,0.8230456394035247,1.177683172987504
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,36,2020-10-29,0.38072884162019954,0.080074869076619,0.5683775153354398,0.8262374069207183,1.1818197094929033
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,37,2020-11-11,0.37603012825973425,0.04561108717933622,0.563046173926776,0.8236223835967534,1.1787491252218363
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,38,2020-11-24,0.36796995716865,0.0225031003063716,0.5539219633298792,0.8305263157894737,1.1866059527376083
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,39,2020-12-07,0.36383092630259145,-0.005740770367354063,0.5483578758674944,0.8329293773506059,1.195415647138593
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,40,2020-12-18,0.3586490507336109,-0.002819309394828112,0.5387760945785243,0.8196163905841325,1.176205196566218
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,41,2021-01-01,0.3389202830653989,-0.0019131411738892085,0.5226875775367582,0.8213716814159292,1.1801516719726464
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,42,2021-01-14,0.3361718900429821,-0.000707223914569872,0.5147643790106128,0.8178813942960615,1.1742987716527102
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,43,2021-01-27,0.332874587088643,0.008118802545301706,0.5198083680938748,0.8169931662870159,1.1762210640179382
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,44,2021-02-09,0.3175585608217953,0.0014599844371541485,0.49758542038652154,0.8133636363636364,1.172535072689966
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,45,2021-02-22,0.31055873633221376,0.0044026689294566195,0.48727859948389146,0.8230874942739349,1.1895999371725647
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,46,2021-03-05,0.3048443859210146,-0.0025095860403485134,0.4808267335781077,0.8105336426914154,1.170842300728303
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,47,2021-03-18,0.22414583603647278,0.002848961986729573,0.34393951355756325,0.8102786825913862,1.1787308182448992
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,48,2021-03-31,0.27277511921094805,-0.0018962533772179093,0.4248647599466949,0.8115311004784689,1.1713620742690787
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,49,2021-04-13,0.2579264080029869,-0.008685420096610486,0.4096609216225261,0.8197802197802198,1.1868117543931835
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,50,2021-04-26,0.24643137020759842,-0.008947368135499399,0.40235677294404976,0.8139059304703476,1.1759955696476623
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,51,2021-05-07,0.2352400706970749,0.004763409710357201,0.38764279609960434,0.8098241985522234,1.1680955179799932
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,52,2021-05-20,0.1991845561065376,0.006016027601245686,0.3277014821626599,0.7988041853512706,1.1536755147616145
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,53,2021-06-02,0.20296066335649665,0.0066101680956596656,0.356861201308355,0.8133968609865471,1.1724237464289144
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,54,2021-06-15,0.2048127135649354,-0.006350346020519314,0.3592041743661274,0.8054176072234763,1.152341131944239
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,55,2021-06-28,0.2087685361956282,-0.00452177239002127,0.364273334584148,0.8189098998887654,1.1774826939921028
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,56,2021-07-09,0.20671155019389464,-0.003739694694164423,0.3610332103340782,0.8006218202374222,1.153173741979882
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,57,2021-07-22,0.2109829271056186,0.002595813876947297,0.37081140052799416,0.8070098576122672,1.1609294891795294
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,58,2021-08-04,0.21739346651981117,0.006839029617546877,0.3790017732941163,0.8090233545647558,1.167046312491438
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,59,2021-08-17,0.232005196951286,-0.00241327001879502,0.3901168221881893,0.8024157020634122,1.155424226066732
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,60,2021-08-30,0.23492736719290244,-0.0030384809587364887,0.3946981553953552,0.8012456402590932,1.1577599666354448
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,61,2021-09-10,0.2398684157912283,1.4136580257952979e-06,0.39472455722994365,0.7972081218274112,1.1540441712103022
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,62,2021-09-23,0.2562124996915261,-0.01073135497527683,0.4086863773160539,0.8079036144578313,1.174903287748156
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,63,2021-10-06,0.2642921514522409,-0.00593102684360109,0.4204844414236429,0.8149114631873252,1.184459415443606
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,64,2021-10-19,0.26791989718605225,-0.00708062364231686,0.42601916727517025,0.8095877721167207,1.171322719804196
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,65,2021-11-01,0.26870504140430485,-0.003051412455160437,0.42501943799279,0.810752688172043,1.17146090473524
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,66,2021-11-12,0.18026793132191277,-0.000996117351648943,0.27591495180780895,0.8052767052767054,1.1668015129998912
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,67,2021-11-25,0.27650813383957096,-0.011033365192004868,0.4298218721879747,0.798580518844836,1.1566285910059801
stratified_lambda_0.0,64,3,0.001,1e-05,0.6,50,1024,0.0,68,2021-12-08,0.2790348852795512,-0.01249175309753553,0.42966646753196464,0.8108108108108109,1.18083383759078
